gene_id	r	p
S100A3|6274	6.2021	0.0763786
S100A4|6275	8.37915	0.000916676
S100A5|6276	3.22616	0.589128
S100A6|6277	7.80797	0.000382263
S100A7A|338324	0	NaN
S100A7L2|645922	0	NaN
S100A7|6278	0.193013	0.366704
S100A8|6279	0.27083	0.0456135
S100A9|6280	0.263819	0.00105662
S100B|6285	0.252608	0.302184
S100G|795	0	NaN
S100PBP|64766	3.91038	0.00396124
S100P|6286	5.20185	0.000969372
S100Z|170591	0	NaN
S1PR1|1901	2.45305	0.329133
S1PR2|9294	27.9248	0.102036
S1PR3|1903	6.63915	0.0176313
S1PR4|8698	1.56622	0.0256829
S1PR5|53637	2.09994	0.0583049
SAA1|6288	0.241736	0.194676
SAA2|6289	0.345143	0.579933
SAA3P|6290	0	NaN
SAA4|6291	0	NaN
SAAL1|113174	15.9095	0.0195631
SAC3D1|29901	27.8683	0.0324037
SACM1L|22908	12.746	0.0107335
SACS|26278	12.3299	0.00542314
SAE1|10055	19.481	0.0044266
SAFB2|9667	14.5441	0.00577021
SAFB|6294	15.0448	0.0036781
SAGE1|55511	0.0892863	0.0368553
SAG|6295	0	NaN
SALL1|6299	0	NaN
SALL2|6297	0	NaN
SALL3|27164	0	NaN
SALL4|57167	10.8923	0.0128173
SAMD10|140700	17.2567	0.112477
SAMD11|148398	4.42595	0.00369519
SAMD12|401474	1.96229	0.00967619
SAMD13|148418	2.79072	0.0781552
SAMD14|201191	6.2325	0.119513
SAMD1|90378	14.4147	0.0257062
SAMD3|154075	0.416667	NaN
SAMD4A|23034	3.12218	0.0137165
SAMD4B|55095	65.5745	0.0379301
SAMD5|389432	0.789575	0.040409
SAMD7|344658	0	NaN
SAMD8|142891	9.82013	0.0379297
SAMD9L|219285	1.35618	0.0134689
SAMD9|54809	2.02545	0.00212455
SAMHD1|25939	6.0716	0.0106273
SAMM50|25813	14.1213	0.00645362
SAMSN1|64092	0.53436	0.561877
SAP130|79595	36.1457	0.0422355
SAP18|10284	20.0654	0.010546
SAP30BP|29115	21.1633	0.0169805
SAP30L|79685	34.1399	0.0346549
SAP30|8819	2.52452	0.00461993
SAPS1|22870	23.5144	0.00709098
SAPS2|9701	38.308	0.032689
SAPS3|55291	28.5989	0.00636696
SAR1A|56681	22.8668	0.00661568
SAR1B|51128	12.7034	0.00915043
SARDH|1757	1.34635	0.00967926
SARM1|23098	6.75226	0.0635493
SARNP|84324	28.9968	0.0164935
SARS2|54938	48.697	0.0770181
SARS|6301	15.1351	0.00365541
SART1|9092	31.6331	0.0100711
SART3|9733	36.2237	0.0132725
SASH1|23328	5.46987	0.00901796
SASH3|54440	1.11839	0.527943
SASS6|163786	8.57916	0.0100715
SAT1|6303	2.32473	0.000534719
SAT2|112483	29.7005	0.0548283
SATB1|6304	0.435925	0.0229202
SATB2|23314	1.80583	0.0033294
SATL1|340562	2.17042	0.178336
SAV1|60485	8.05272	0.00651047
SBDSP1|155370	5.16049	0.00860808
SBDS|51119	11.3575	0.00414301
SBF1P1|100133234	1.42955	0.05974
SBF1|6305	25.5565	0.00623345
SBF2|81846	9.28349	0.00567699
SBK1|388228	4.00877	0.30046
SBK2|646643	0.806122	0.0491854
SBNO1|55206	24.599	0.0148178
SBNO2|22904	7.44771	0.00101745
SBSN|374897	0.53436	0.561877
SC4MOL|6307	2.83758	0.00268477
SC5DL|6309	9.13842	0.00960283
SC65|10609	15.8322	0.00718557
SCAF1|58506	15.7338	0.00692031
SCAI|286205	6.98664	0.0107779
SCAMP1|9522	10.4434	0.00675424
SCAMP2|10066	27.6225	0.0286876
SCAMP3|10067	11.1135	0.00684142
SCAMP4|113178	50.7873	0.0429326
SCAMP5|192683	9.81474	0.107092
SCAND1|51282	9.56759	0.00707278
SCAND2|54581	15.2297	0.0473492
SCAND3|114821	14.857	0.100143
SCAPER|49855	4.47266	0.00668503
SCAP|22937	31.6921	0.0135512
SCARA3|51435	2.39441	0.00055467
SCARA5|286133	3.15924	0.000878585
SCARB1|949	11.3043	0.0011239
SCARB2|950	4.72856	0.00144819
SCARF1|8578	5.7019	0.272142
SCARF2|91179	1.72745	0.0251959
SCARNA10|692148	2.90372e+06	1
SCARNA11|677780	0	NaN
SCARNA12|677777	2.16494	0.0777871
SCARNA14|692149	0	NaN
SCARNA15|677778	0	NaN
SCARNA16|677781	2.90988e+06	1
SCARNA17|677769	4.61806	0.0796885
SCARNA18|677765	0	NaN
SCARNA1|677774	0	NaN
SCARNA20|677681	0	NaN
SCARNA21|677763	0	NaN
SCARNA22|677770	0.138597	0.249605
SCARNA23|677773	0	NaN
SCARNA27|100124533	0	NaN
SCARNA2|677766	32.6015	0.610117
SCARNA3|677679	0	NaN
SCARNA4|677771	0.0833333	NaN
SCARNA5|677775	732312	0.999999
SCARNA6|677772	0.25	NaN
SCARNA7|677767	2.16827	0.481667
SCARNA8|677776	0	NaN
SCARNA9L|100158262	1.94733	0.111081
SCARNA9|619383	1.16666	0.0453073
SCCPDH|51097	8.29887	0.00412732
SCD5|79966	8.14694	0.0144732
SCD|6319	13.7411	0.000373578
SCEL|8796	0	NaN
SCFD1|23256	19.3784	0.0159378
SCFD2|152579	5.71455	0.0146854
SCG2|7857	4.08966	0.0109396
SCG3|29106	0.166667	NaN
SCG5|6447	2.64869	0.357995
SCGB1A1|7356	0	NaN
SCGB1C1|147199	0	NaN
SCGB1D1|10648	0	NaN
SCGB1D2|10647	0	NaN
SCGB1D4|404552	0	NaN
SCGB2A1|4246	0	NaN
SCGB2A2|4250	0	NaN
SCGB3A1|92304	0	NaN
SCGB3A2|117156	0.380077	0.0939217
SCGBL|284402	0	NaN
SCGN|10590	0.166667	NaN
SCHIP1|29970	17.4136	0.0507689
SCIN|85477	1.88375	0.241494
SCLT1|132320	3.6743	0.00795433
SCLY|51540	6.07287	0.0136651
SCMH1|22955	9.02534	0.00935324
SCML1|6322	19.2505	0.0151112
SCML2|10389	29.1535	0.0457319
SCML4|256380	0	NaN
SCN10A|6336	0	NaN
SCN11A|11280	0.0833333	NaN
SCN1A|6323	0.66253	0.0219653
SCN1B|6324	30.1295	0.156074
SCN2A|6326	0.640437	0.324474
SCN2B|6327	0.490546	0.423903
SCN3A|6328	0.166667	NaN
SCN3B|55800	5.90452	0.204867
SCN4A|6329	2.11959	0.0568465
SCN4B|6330	0.90585	0.117047
SCN5A|6331	2.22366	0.792185
SCN7A|6332	0	NaN
SCN8A|6334	0.345143	0.579933
SCN9A|6335	3.97574	0.525956
SCNM1|79005	15.4767	0.0277081
SCNN1A|6337	3.91193	0.0270731
SCNN1B|6338	0.0784999	0.32019
SCNN1D|6339	4.2167	0.0337876
SCNN1G|6340	0	NaN
SCO1|6341	11.121	0.00890844
SCO2|9997	13.2681	0.0183509
SCOC|60592	2.45527	0.00276094
SCP2|6342	4.42633	0.0025356
SCPEP1|59342	7.84478	0.0102422
SCRG1|11341	0.166667	NaN
SCRIB|23513	18.439	0.00385242
SCRN1|9805	14.629	0.00330135
SCRN2|90507	25.6299	0.0274813
SCRN3|79634	11.8633	0.0432525
SCRT1|83482	7.30043	0.691956
SCRT2|85508	0	NaN
SCTR|6344	0.150673	0.141167
SCT|6343	0.835464	0.526952
SCUBE1|80274	0.547601	0.000469453
SCUBE2|57758	1.54162	0.698107
SCUBE3|222663	6.9957	0.143025
SCXB|642658	1.99122	0.100866
SCYL1|57410	25.5471	0.00768631
SCYL2|55681	26.402	0.0228196
SCYL3|57147	9.2603	0.0351866
SDAD1|55153	9.42997	0.0112729
SDC1|6382	8.61991	0.0136509
SDC2|6383	13.1927	0.0097152
SDC3|9672	4.9484	0.00566482
SDC4P|376844	0.345143	0.579933
SDC4|6385	3.84123	0.0014819
SDCBP2|27111	0.73796	0.0071597
SDCBP|6386	7.86181	0.00213219
SDCCAG1|9147	13.594	0.00869775
SDCCAG3|10807	23.2176	0.0108436
SDCCAG8|10806	3.8836	0.00855323
SDF2L1|23753	7.38739	0.00619936
SDF2|6388	12.814	0.0156018
SDF4|51150	16.0875	0.00205348
SDHAF1|644096	9.6167	0.0183396
SDHAF2|54949	13.51	0.0151159
SDHAP1|255812	6.1458	0.0149117
SDHAP2|727956	24.5282	0.078609
SDHAP3|728609	30.9748	0.080564
SDHA|6389	13.8555	0.000730031
SDHB|6390	23.689	0.0104798
SDHC|6391	8.00642	0.00269704
SDHD|6392	17.978	0.0127701
SDK1|221935	3.95148	0.0129577
SDK2|54549	2.66306	0.515791
SDPR|8436	4.32094	0.316453
SDR16C5|195814	5.6815	0.0167137
SDR39U1|56948	19.5759	0.0205541
SDR42E1|93517	2.5385e+06	1
SDR9C7|121214	0	NaN
SDSL|113675	7.80371	0.104789
SDS|10993	0.916667	NaN
SEBOX|645832	0.53436	0.561877
SEC11A|23478	18.947	0.0040964
SEC11C|90701	3.46215	0.00761674
SEC13|6396	36.5815	0.00798476
SEC14L1|6397	24.017	0.0107474
SEC14L2|23541	4.71768	0.017152
SEC14L3|266629	0.345143	0.579933
SEC14L4|284904	3.99004	0.014898
SEC14L5|9717	1.68112	0.191811
SEC16A|9919	22.2216	0.00389467
SEC16B|89866	2.83145	0.365438
SEC1|653677	0.74737	0.249342
SEC22A|26984	18.0281	0.0466713
SEC22B|9554	7.15916	0.00433475
SEC22C|9117	15.7066	0.0199777
SEC23A|10484	13.6899	0.00285284
SEC23B|10483	12.0196	0.00689981
SEC23IP|11196	13.3377	0.00737429
SEC24A|10802	7.89524	0.00239699
SEC24B|10427	8.05092	0.00500145
SEC24C|9632	43.5352	0.00968176
SEC24D|9871	6.54912	0.00268759
SEC31A|22872	9.94793	0.00177153
SEC31B|25956	2.47952	0.0059004
SEC61A1|29927	17.1448	0.00197943
SEC61A2|55176	9.67088	0.060066
SEC61B|10952	9.73469	0.0059163
SEC61G|23480	6.73815	0.00184275
SEC62|7095	22.1027	0.00741905
SEC63|11231	13.7565	0.00387017
SECISBP2L|9728	7.0837	0.00579602
SECISBP2|79048	32.3352	0.046215
SECTM1|6398	2.69323	0.0063804
SEH1L|81929	13.0919	0.00868829
SEL1L2|80343	0	NaN
SEL1L3|23231	3.78996	0.00318943
SEL1L|6400	40.3603	0.0174983
SELENBP1|8991	6.2479	0.00572546
SELE|6401	0	NaN
SELK|58515	4.95359	0.0099579
SELL|6402	7.44001	0.856157
SELM|140606	16.4333	0.0180698
SELO|83642	25.4195	0.0185453
SELPLG|6404	5.34528	0.134432
SELP|6403	0	NaN
SELS|55829	17.5303	0.0208832
SELT|51714	7.36366	0.00654918
SELV|348303	0.166667	NaN
SEMA3A|10371	5.14513	0.00452792
SEMA3B|7869	13.3836	0.002815
SEMA3C|10512	4.60546	0.00316703
SEMA3D|223117	3.56016	0.0185367
SEMA3E|9723	9.54509	0.891085
SEMA3F|6405	2.70783	0.00552291
SEMA3G|56920	4.98604	0.147796
SEMA4A|64218	0.569449	0.0287318
SEMA4B|10509	1.43925	0.000314961
SEMA4C|54910	7.90153	0.00898172
SEMA4D|10507	1.45613	0.0306836
SEMA4F|10505	6.50318	0.0128057
SEMA4G|57715	6.36979	0.22993
SEMA5A|9037	0.416667	NaN
SEMA5B|54437	0.507645	0.0475576
SEMA6A|57556	4.2613	0.173262
SEMA6B|10501	2.65404	0.00598222
SEMA6C|10500	5.79067	0.159198
SEMA6D|80031	6.86155	0.00587448
SEMA7A|8482	8.67525	0.0902808
SEMG1|6406	0	NaN
SEMG2|6407	0	NaN
SENP1|29843	29.7431	0.0223914
SENP2|59343	19.7738	0.0143798
SENP3|26168	14.9629	0.00757693
SENP5|205564	26.7455	0.0176655
SENP6|26054	31.6616	0.0149819
SENP7|57337	6.96785	0.0186405
SENP8|123228	6.32914	0.1032
SEP15|9403	4.22689	0.00186249
SEPHS1|22929	17.3062	0.0141038
SEPHS2|22928	9.40076	0.00571712
SEPN1|57190	6.22365	0.00343426
SEPP1|6414	2.60945	0.00436405
SEPSECS|51091	4.06826	0.0116103
SEPT10|151011	6.87482	0.00296835
SEPT11|55752	16.8864	0.0058441
SEPT12|124404	0.0784999	0.32019
SEPT14|346288	0	NaN
SEPT1|1731	3.30162	0.0617491
SEPT2|4735	13.5816	0.00193797
SEPT3|55964	1.87599	0.0109466
SEPT4|5414	2.41337	0.0418528
SEPT5|5413	12.3629	0.0376692
SEPT6|23157	27.5727	0.0123217
SEPT7L|285961	0	NaN
SEPT7P2|641977	12.2697	0.0427859
SEPT7|989	22.0591	0.00947158
SEPT8|23176	14.4085	0.0049782
SEPT9|10801	20.4791	0.00238583
SEPW1|6415	11.6534	0.0197995
SEPX1|51734	12.9437	0.0199433
SERAC1|84947	6.85345	0.0350076
SERBP1|26135	5.78291	0.000333224
SERF1A|8293	9.20937	0.0131351
SERF2|10169	15.3585	0.00172281
SERGEF|26297	6.07416	0.0110794
SERHL2|253190	6.72308	0.112571
SERHL|94009	7.42677	0.115275
SERINC1|57515	19.5753	0.00630854
SERINC2|347735	6.22395	0.0043963
SERINC3|10955	24.717	0.0076913
SERINC4|619189	2.40771	0.283559
SERINC5|256987	7.12362	0.0646875
SERP1|27230	22.7152	0.00701617
SERP2|387923	0.166667	NaN
SERPINA10|51156	0	NaN
SERPINA11|256394	0	NaN
SERPINA12|145264	0	NaN
SERPINA13|388007	0	NaN
SERPINA1|5265	0.279833	0.218648
SERPINA3|12	0.0833333	NaN
SERPINA4|5267	0	NaN
SERPINA5|5104	0.166667	NaN
SERPINA6|866	0	NaN
SERPINA7|6906	0	NaN
SERPINA9|327657	0	NaN
SERPINB10|5273	0	NaN
SERPINB11|89778	0.0784999	0.32019
SERPINB12|89777	0.0833333	NaN
SERPINB13|5275	0.166667	NaN
SERPINB1|1992	2.41599	0.000480977
SERPINB2|5055	0.25	NaN
SERPINB3|6317	0.287696	0.00106211
SERPINB4|6318	0.261444	0.00463322
SERPINB5|5268	1.64146	0.0109754
SERPINB6|5269	7.55682	0.00132644
SERPINB7|8710	0.0833333	NaN
SERPINB8|5271	2.6664	0.0239857
SERPINB9|5272	0	NaN
SERPINC1|462	0.583333	NaN
SERPIND1|3053	1.33333	NaN
SERPINE1|5054	2.03748	0.00512848
SERPINE2|5270	3.84875	0.00561098
SERPINE3|647174	0	NaN
SERPINF1|5176	1.66729	0.0492785
SERPINF2|5345	11.9708	0.188852
SERPING1|710	2.11702	0.0249452
SERPINH1|871	33.1853	0.00891773
SERPINI1|5274	7.88184	0.0470656
SERPINI2|5276	0.0833333	NaN
SERTAD1|29950	6.57932	0.027244
SERTAD2|9792	13.5693	0.0127823
SERTAD3|29946	6.29376	0.018179
SERTAD4|56256	5.02018	0.0494501
SESN1|27244	20.0627	0.0498788
SESN2|83667	4.05005	0.0100464
SESN3|143686	5.07756	0.0274967
SESTD1|91404	11.3924	0.00647242
SETBP1|26040	14.0126	0.08868
SETD1A|9739	28.7667	0.0161232
SETD1B|23067	35.4182	0.0215123
SETD2|29072	41.6416	0.0134724
SETD3|84193	17.7596	0.010117
SETD4|54093	18.6847	0.0832834
SETD5|55209	16.6648	0.0034737
SETD6|79918	23.9254	0.0415606
SETD7|80854	8.9733	0.00304854
SETD8|387893	34.0947	0.0267792
SETDB1|9869	9.62768	0.00746885
SETDB2|83852	36.8149	0.146392
SETMAR|6419	6.88274	0.0304031
SETX|23064	25.8869	0.00900999
SET|6418	12.9324	0.00073481
SEZ6L2|26470	9.73533	0.00624132
SEZ6L|23544	0	NaN
SEZ6|124925	2.47091e+06	0.999999
SF1|7536	10.072	0.00163185
SF3A1|10291	18.8502	0.00419389
SF3A2|8175	32.2303	0.0155241
SF3A3|10946	8.92466	0.0026786
SF3B14|51639	14.3286	0.00903635
SF3B1|23451	20.3033	0.00129523
SF3B2|10992	50.5902	0.00537064
SF3B3|23450	27.523	0.00398796
SF3B4|10262	11.5523	0.00589209
SF3B5|83443	17.4734	0.00855328
SF4|57794	33.1759	0.0402901
SFI1|9814	33.5313	0.0576355
SFMBT1|51460	24.6438	0.0350065
SFMBT2|57713	1.07631	0.00535721
SFN|2810	8.05568	0.00550513
SFPQ|6421	4.26235	0.00048049
SFRP1|6422	0	NaN
SFRP2|6423	0.333333	NaN
SFRP4|6424	0.166667	NaN
SFRP5|6425	0.0833333	NaN
SFRS11|9295	4.12537	0.000609717
SFRS12IP1|285672	10.005	0.00838988
SFRS12|140890	11.9996	0.00529669
SFRS13A|10772	9.32237	0.00318288
SFRS13B|135295	5.28192	0.733744
SFRS14|10147	10.7613	0.00297883
SFRS15|57466	48.5603	0.0736253
SFRS16|11129	17.2002	0.0147037
SFRS17A|8227	12.2499	0.00490993
SFRS18|25957	6.66694	0.00139715
SFRS1|6426	13.9169	0.0012175
SFRS2B|10929	8.81383	0.0156141
SFRS2IP|9169	16.3779	0.00267483
SFRS2|6427	15.6657	0.00176944
SFRS3|6428	5.22441	0.000676396
SFRS4|6429	7.87459	0.002816
SFRS5|6430	8.02031	0.00109759
SFRS6|6431	10.8513	0.00178631
SFRS7|6432	7.59934	0.0023874
SFRS8|6433	18.4986	0.00995797
SFRS9|8683	8.38202	0.00212326
SFT2D1|113402	8.16351	0.0202444
SFT2D2|375035	6.20715	0.0612303
SFT2D3|84826	8.96221	0.0271202
SFTA1P|207107	0	NaN
SFTA2|389376	0	NaN
SFTA3|253970	0	NaN
SFTPA1|653509	0.0833333	NaN
SFTPA2|729238	0.420874	0.0970305
SFTPB|6439	1.11839	0.527943
SFTPC|6440	2.06553	0.388584
SFTPD|6441	0.583333	NaN
SFXN1|94081	17.7756	0.00333582
SFXN2|118980	3.72948	0.0270455
SFXN3|81855	5.24256	0.00096661
SFXN4|119559	13.9066	0.0166548
SFXN5|94097	10.1732	0.0191073
SGCA|6442	6.18184	0.382023
SGCB|6443	8.74284	0.0111814
SGCD|6444	0	NaN
SGCE|8910	42.655	0.0306928
SGCG|6445	0.583333	NaN
SGCZ|137868	0	NaN
SGEF|26084	7.65105	0.0750218
SGIP1|84251	1.12848	0.00867201
SGK196|84197	9.07642	0.0632533
SGK1|6446	8.03885	0.000514197
SGK223|157285	4.50657	0.0153281
SGK269|79834	14.3483	0.0116707
SGK2|10110	0.509879	0.0836799
SGK3|23678	5.74411	0.0251665
SGK494|124923	9.07469	0.102356
SGMS1|259230	27.0967	0.0405076
SGMS2|166929	4.73905	0.00557925
SGOL1|151648	12.1164	0.0313261
SGOL2|151246	5.78251	0.00436103
SGPL1|8879	11.9907	0.0089256
SGPP1|81537	20.5005	0.0144948
SGPP2|130367	0.696516	0.159635
SGSH|6448	16.0632	0.0146989
SGSM1|129049	2.59888	0.147673
SGSM2|9905	8.11849	0.00320346
SGSM3|27352	30.9335	0.0217622
SGTA|6449	19.0501	0.00789682
SGTB|54557	13.6803	0.0429279
SH2B1|25970	20.4232	0.0118435
SH2B2|10603	7.17073	0.0439911
SH2B3|10019	5.69987	0.016937
SH2D1A|4068	0.166667	NaN
SH2D1B|117157	0.166667	NaN
SH2D2A|9047	3.8059	0.00757057
SH2D3A|10045	7.01729	0.014843
SH2D3C|10044	1.32186	0.294497
SH2D4A|63898	11.61	0.00959811
SH2D4B|387694	0.450876	0.375456
SH2D5|400745	12.1566	0.100269
SH2D6|284948	7.47547	0.395692
SH2D7|646892	0.0833333	NaN
SH3BGRL2|83699	12.3441	0.0480295
SH3BGRL3|83442	11.5639	0.0128705
SH3BGRL|6451	7.02219	0.00460994
SH3BGR|6450	2.4967	0.118909
SH3BP1|23616	8.33609	0.0479768
SH3BP2|6452	1.91139	0.000336627
SH3BP4|23677	8.91134	0.00325916
SH3BP5L|80851	15.1045	0.017787
SH3BP5|9467	4.25712	0.000696783
SH3D19|152503	9.1957	0.00832671
SH3D20|201175	25.8146	0.769102
SH3GL1|6455	10.2772	0.00231472
SH3GL2|6456	5.10622	0.0170621
SH3GL3|6457	0	NaN
SH3GLB1|51100	4.05721	0.00156863
SH3GLB2|56904	13.315	0.00919663
SH3KBP1|30011	10.2898	0.0083069
SH3PXD2A|9644	6.20918	0.00166539
SH3PXD2B|285590	1.69991	0.000336203
SH3RF1|57630	5.70662	0.00936218
SH3RF2|153769	4.17889	0.0173991
SH3RF3|344558	7.9931	0.00795669
SH3TC1|54436	14.0851	0.0159438
SH3TC2|79628	1.70894	0.111752
SH3YL1|26751	3.10535	0.0271553
SHANK1|50944	0.0833333	NaN
SHANK2|22941	9.38393	0.688278
SHANK3|85358	5.41381	0.0118314
SHARPIN|81858	24.186	0.0238144
SHBG|6462	1.5	NaN
SHB|6461	2.59074	0.0026576
SHC1|6464	4.60489	0.00105361
SHC2|25759	1.05937	0.255719
SHC3|53358	2.97775	0.319807
SHC4|399694	1.11444	0.0360105
SHCBP1|79801	10.5456	0.00674107
SHD|56961	4.83527	0.386762
SHE|126669	2.27512	0.752076
SHFM1|7979	18.5436	0.0070848
SHF|90525	10.7341	0.227254
SHH|6469	0.435802	0.225128
SHISA2|387914	2.19193	0.0775212
SHISA3|152573	1.6951	0.77222
SHISA4|149345	11.1323	0.0796309
SHISA5|51246	40.1721	0.013896
SHISA6|388336	0	NaN
SHISA7|729956	2.87607	0.413264
SHISA9|729993	3.27514	0.685873
SHKBP1|92799	30.9356	0.0198759
SHMT1|6470	32.3029	0.0204636
SHMT2|6472	5.87296	0.000450871
SHOC2|8036	23.0195	0.0166333
SHOX2|6474	4.18804	0.152636
SHOX|6473	0	NaN
SHPK|23729	66.4338	0.109443
SHPRH|257218	16.0648	0.0203035
SHQ1|55164	14.4366	0.0350243
SHROOM1|134549	11.7431	0.0219398
SHROOM2|357	0.18079	0.0113485
SHROOM3|57619	6.32101	0.0114947
SHROOM4|57477	0	NaN
SIAE|54414	4.46001	0.0033689
SIAH1|6477	18.8907	0.0375643
SIAH2|6478	13.4149	0.0104729
SIAH3|283514	0	NaN
SIDT1|54847	0.189598	0.0977512
SIDT2|51092	13.6885	0.0148234
SIGIRR|59307	11.0105	0.0438646
SIGLEC10|89790	0.333333	NaN
SIGLEC11|114132	0	NaN
SIGLEC12|89858	0	NaN
SIGLEC14|100049587	0	NaN
SIGLEC15|284266	0.0833333	NaN
SIGLEC16|400709	1.25344	0.625644
SIGLEC1|6614	1.15639	0.316266
SIGLEC5|8778	0.166667	NaN
SIGLEC6|946	0	NaN
SIGLEC7|27036	0	NaN
SIGLEC8|27181	0	NaN
SIGLEC9|27180	0.166667	NaN
SIGLECP3|284367	0.0833333	NaN
SIGMAR1|10280	9.28334	0.00226233
SIK1|150094	15.044	0.000994688
SIK2|23235	19.9306	0.00528905
SIK3|23387	44.1658	0.0397175
SIKE1|80143	6.04026	0.00418023
SIL1|64374	6.17122	0.00422757
SILV|6490	3.54383	0.0386064
SIM1|6492	0	NaN
SIM2|6493	13.0842	0.0451697
SIN3A|25942	23.9229	0.00893922
SIN3B|23309	34.9274	0.0183642
SIP1|8487	9.8902	0.0264994
SIPA1L1|26037	26.7765	0.0067617
SIPA1L2|57568	13.7514	0.0319118
SIPA1L3|23094	42.448	0.0614789
SIPA1|6494	10.7477	0.0078465
SIRPA|140885	6.68453	0.146587
SIRPB1|10326	0.21026	0.23977
SIRPB2|284759	0	NaN
SIRPD|128646	0	NaN
SIRPG|55423	0.0833333	NaN
SIRT1|23411	18.6848	0.0148555
SIRT2|22933	22.4942	0.0362472
SIRT3|23410	55.7196	0.0739998
SIRT4|23409	10.2109	0.329801
SIRT5|23408	11.8566	0.0399182
SIRT6|51548	12.3471	0.0340911
SIRT7|51547	16.6271	0.0334857
SIT1|27240	0.166667	NaN
SIVA1|10572	16.9648	0.00798108
SIX1|6495	16.2349	0.0655553
SIX2|10736	5.20175	0.00667575
SIX3|6496	0	NaN
SIX4|51804	12.6018	0.0213342
SIX5|147912	11.5103	0.0146517
SIX6|4990	0.0833333	NaN
SI|6476	0	NaN
SKA1|220134	11.1361	0.033554
SKA2|348235	25.8236	0.0142332
SKA3|221150	9.48615	0.0196169
SKAP1|8631	0	NaN
SKAP2|8935	8.33899	0.00971715
SKIL|6498	10.4204	0.012547
SKINTL|391037	0.244244	0.295132
SKIV2L2|23517	20.8553	0.0077615
SKIV2L|6499	38.3102	0.0173175
SKI|6497	14.2644	0.00680845
SKP1|6500	15.3326	0.00243681
SKP2|6502	8.5844	0.00545416
SLA2|84174	1.66667	NaN
SLAIN1|122060	0	NaN
SLAIN2|57606	7.67628	0.0065618
SLAMF1|6504	0	NaN
SLAMF6|114836	0	NaN
SLAMF7|57823	0	NaN
SLAMF8|56833	0.809487	0.0247352
SLAMF9|89886	0.0833333	NaN
SLA|6503	2.54344	0.297707
SLBP|7884	11.4385	0.00319167
SLC10A1|6554	1.2015e+06	1
SLC10A2|6555	0	NaN
SLC10A3|8273	6.30846	0.00726035
SLC10A4|201780	0.844973	0.259064
SLC10A5|347051	4.50439	0.362641
SLC10A6|345274	0.25	NaN
SLC10A7|84068	7.2826	0.0447611
SLC11A1|6556	2.21392	0.080368
SLC11A2|4891	17.5516	0.00712691
SLC12A1|6557	3.01128	0.735425
SLC12A2|6558	6.82501	0.0101225
SLC12A3|6559	0.681264	0.00285628
SLC12A4|6560	6.81259	0.00301067
SLC12A5|57468	8.64278	0.343748
SLC12A6|9990	9.97456	0.0121917
SLC12A7|10723	14.506	0.00196623
SLC12A8|84561	1.50135	0.0184212
SLC12A9|56996	18.4286	0.0238993
SLC13A1|6561	0	NaN
SLC13A2|9058	0.0833333	NaN
SLC13A3|64849	0.0833333	NaN
SLC13A4|26266	7.12373	0.430687
SLC13A5|284111	0.925167	0.649164
SLC14A1|6563	0.166667	NaN
SLC14A2|8170	0.5	NaN
SLC15A1|6564	0.166667	NaN
SLC15A2|6565	6.38714	0.256644
SLC15A3|51296	0.166667	NaN
SLC15A4|121260	24.0059	0.0329824
SLC16A10|117247	4.3657	0.0574189
SLC16A11|162515	1.58333	NaN
SLC16A12|387700	0.25	NaN
SLC16A13|201232	5.73968	0.0756153
SLC16A14|151473	0.697665	0.00231694
SLC16A1|6566	8.39061	0.00139788
SLC16A2|6567	2.68889	0.0342801
SLC16A3|9123	4.61513	0.000198193
SLC16A4|9122	6.05495	0.0247422
SLC16A5|9121	17.5413	0.0373253
SLC16A6|9120	3.28134	0.00142945
SLC16A7|9194	4.43466	0.0137965
SLC16A8|23539	2.95627	0.263805
SLC16A9|220963	2.7665	0.0729308
SLC17A1|6568	0	NaN
SLC17A2|10246	0	NaN
SLC17A3|10786	0	NaN
SLC17A4|10050	0.0833333	NaN
SLC17A5|26503	7.95152	0.0153741
SLC17A6|57084	0	NaN
SLC17A7|57030	2.29821	0.224987
SLC17A8|246213	1.34553	0.801452
SLC17A9|63910	22.8443	0.00833503
SLC18A1|6570	0.0833333	NaN
SLC18A2|6571	2.22366	0.792185
SLC18A3|6572	0	NaN
SLC19A1|6573	6.15074	0.0101388
SLC19A2|10560	12.6549	0.0117122
SLC19A3|80704	9.25113	0.0824758
SLC1A1|6505	5.30669	0.0104657
SLC1A2|6506	0.561344	0.0133458
SLC1A3|6507	5.81879	0.00355006
SLC1A4|6509	7.80445	0.0122524
SLC1A5|6510	12.8538	0.00229347
SLC1A6|6511	0.0833333	NaN
SLC1A7|6512	1.02453	0.358496
SLC20A1|6574	14.6561	0.00855629
SLC20A2|6575	11.953	0.0313973
SLC22A10|387775	0	NaN
SLC22A11|55867	1.57441	0.450982
SLC22A12|116085	0	NaN
SLC22A13|9390	4.02259	0.356847
SLC22A14|9389	2.49328	0.383978
SLC22A15|55356	4.87332	0.0228216
SLC22A16|85413	0	NaN
SLC22A17|51310	0.0833333	NaN
SLC22A18AS|5003	4.30727	0.508296
SLC22A18|5002	8.02086	0.0231468
SLC22A1|6580	13.3695	0.623205
SLC22A20|440044	2.38737	0.228005
SLC22A23|63027	4.81889	0.0116426
SLC22A24|283238	0	NaN
SLC22A25|387601	0	NaN
SLC22A2|6582	0.034832	0.0771475
